Net,Sta,Lat,Lon,Elev,Start,End
IX,CGG3,40.5420 N,15.5225 E,1067,2008,
IX,CLT3,40.9030 N,15.4043 E,525,2012,
IX,CMP3,40.6519 N,15.0802 E,958,2007,
IX,COL3,40.6871 N,15.3304 E,1026,2007,
IX,CSG3,40.8181 N,15.4633 E,1253,2011,
IX,LGS3,40.9865 N,14.9906 E,413,2011,
IX,LIO3,40.8969 N,15.1804 E,737,2010,
IX,MNT3,40.8370 N,15.0067 E,866,2006,
IX,MRN3,40.4256 N,15.7296 E,772,2013,
IX,NAPI,40.8400 N,14.1800 E,120,2015,
IX,NSC3,40.8468 N,15.1222 E,1300,2012,
IX,PGN3,40.5722 N,15.7967 E,882,2007,
IX,PST3,40.5609 N,15.2433 E,762,2009,
IX,RDM3,40.8755 N,15.5361 E,784,2013,
IX,RSF3,40.9643 N,15.1760 E,865,2007,
IX,SALI,40.9300 N,15.1800 E,872,2009,
IX,SCL3,40.6951 N,15.5114 E,744,2013,
IX,SFL3,40.7889 N,15.5782 E,1062,2013,
IX,SNR3,40.7357 N,15.1927 E,1009,2012,
IX,SRN3,40.4861 N,15.4580 E,1067,2009,
IX,SSB3,41.0785 N,15.2292 E,724,2011,
IX,STN3,40.5300 N,15.6515 E,832,2008,
IX,TEGI,40.3799 N,15.5365 E,568,2012,
IX,VDP3,40.6052 N,15.5721 E,959,2010,
IX,VDS3,40.7408 N,15.4270 E,1154,2013,
IX,VGG3,40.3360 N,15.9010 E,882,2014,
JS,AJLJ,32.3270 N,35.7270 E,1175,2004,
JS,AQBJ,29.7280 N,35.0500 E,170,1989,
JS,ASF,32.1730 N,36.8473 E,928,2002,
JS,AZQJ,31.7469 N,36.7600 E,400,2006,
JS,BYRJ,30.8460 N,36.5000 E,1008,1990,
JS,DRHJ,29.3580 N,34.9620 E,10,1995,
JS,HITJ,29.7430 N,35.8410 E,1660,1989,
JS,HSNJ,30.2560 N,35.6870 E,1176,2010,
JS,HSUJ,32.1050 N,36.1930 E,613,2010,
JS,JDRJ,30.7280 N,35.7660 E,1219,1989,
JS,JSOJ,31.9570 N,35.8460 E,930,2013,
JS,JUFJ,32.0854 N,35.5982 E,0,2013,
JS,JUSJ,32.4720 N,35.9725 E,550,2010,
JS,KARJ,32.0020 N,35.5750 E,-124,2000,
JS,LISJ,31.2400 N,35.4810 E,-327,1983,
JS,QRNJ,32.3550 N,35.5750 E,95,2010,
JS,SHMJ,32.7270 N,35.7500 E,363,1989,
JS,SWQJ,31.2430 N,36.0600 E,876,1989,
JS,WALJ,31.5620 N,35.8110 E,53,2009,
KC,ASAI,40.9178 N,76.5210 E,3023,2012,
KC,ENEL,42.1529 N,79.4550 E,2741,2010,2010
KC,MRZ1,42.2246 N,79.8597 E,3460,2011,
KC,TARG,41.7291 N,77.8048 E,3530,2010,
KO,ADVT,40.4332 N,29.7383 E,193,2006,
KO,AFSR,39.4468 N,33.0707 E,1055,2008,
KO,AGRB,39.5755 N,42.9920 E,1820,2006,
KO,AKDM,38.3285 N,42.9800 E,1662,2012,
KO,AKDN,35.2970 N,32.9683 E,85,2008,
KO,AKIN,35.0117 N,33.4662 E,225,2008,
KO,AKS,38.8785 N,27.8129 E,385,2011,
KO,ALAN,36.5570 N,32.0327 E,215,2011,
KO,ANTB,36.8998 N,30.6538 E,20,2005,
KO,APMY,37.4718 N,29.3018 E,930,2016,
KO,ARMT,40.5683 N,28.8660 E,320,2007,
KO,ARPRA,39.0929 N,38.3356 E,1522,2013,
KO,AYDB,37.9467 N,27.8908 E,1246,2009,
KO,BALB,39.6507 N,27.8642 E,266,2007,
KO,BASM,37.9194 N,30.0350 E,1012,2013,
KO,BAYT,40.3937 N,40.1410 E,1680,2008,
KO,BBRN,36.6797 N,28.0587 E,194,2011,
KO,BCA,41.4450 N,41.6223 E,500,2006,
KO,BCK,37.4610 N,30.5877 E,859,2007,
KO,BGKT,41.1810 N,28.7730 E,80,2007,
KO,BLCB,38.3853 N,27.0420 E,150,2004,
KO,BNGB,38.9913 N,40.6792 E,1180,2008,
KO,BNN,38.8522 N,35.8472 E,1380,2007,
KO,BODT,37.0622 N,27.3103 E,379,2005,
KO,BOZY,36.1069 N,32.9763 E,9,2011,
KO,BZK,41.9600 N,34.0035 E,158,2006,
KO,CAME,36.9435 N,29.3023 E,1391,2014,
KO,CAND,38.9542 N,26.8031 E,157,2011,
KO,CANT,40.6062 N,33.6197 E,815,2006,
KO,CAVI,40.2018 N,29.8377 E,670,2007,
KO,CESE,38.3306 N,26.2997 E,95,2011,
KO,CEYT,37.0107 N,35.7478 E,100,2005,
KO,CHAY,41.0918 N,40.7253 E,60,2011,
KO,CHBY,38.5823 N,32.8902 E,1086,2009,
KO,CHOM,41.0970 N,40.7612 E,422,2012,
KO,CLDR,39.1440 N,43.9172 E,2094,2004,
KO,CMRD,37.6623 N,34.9902 E,1427,2013,
KO,CORM,40.1785 N,34.6302 E,1292,2004,
KO,CRLT,41.1290 N,27.7360 E,230,2007,
KO,CTKS,41.2373 N,28.5072 E,47,2007,
KO,CTYL,41.4760 N,28.2897 E,77,2007,
KO,CUKT,37.2473 N,43.6077 E,1298,2005,
KO,CUND,39.3360 N,26.6663 E,10,2011,
KO,DALY,36.8162 N,28.6532 E,100,2009,
KO,DARE,38.5712 N,37.4832 E,1080,2010,
KO,DAT,36.7308 N,27.5767 E,1100,2010,
KO,DATC,36.7584 N,27.6602 E,94,2011,
KO,DEMR,36.2365 N,29.9056 E,168,2011,
KO,DENT,37.7539 N,29.0331 E,621,2011,
KO,DIDI,37.3767 N,27.2398 E,75,2011,
KO,DIKM,41.6497 N,35.2578 E,261,2006,
KO,DKL,39.0713 N,26.9053 E,35,2010,
KO,DORT,36.8260 N,36.1968 E,27,2011,
KO,DST,39.6041 N,28.6267 E,693,2011,
KO,DYBB,37.9532 N,40.1393 E,657,2009,
KO,EDC,40.3465 N,27.8618 E,257,2008,
KO,EDRB,41.8470 N,26.7437 E,209,2007,
KO,ELL,36.7483 N,29.9085 E,1230,2006,
KO,ENEZ,40.7362 N,26.1530 E,100,2006,
KO,ENZZ,40.6070 N,26.1406 E,11,2011,
KO,ERCV,39.0198 N,43.3381 E,1679,2011,
